Класс;Остался жив;Имя;Пол;Возрастная группа (лет);Возраст (лет);Братья, Сестры, Супруги на борту;Родители, дети на борту;Стоимость проезда ($);Категория стоимости ($);Порт посадки;Лодка;Пункт следования
3;no;Lefebre, Miss. Mathilde;female;unknown;;3;1;25,4667;30;Southampton;;
3;no;Lefebre, Mrs. Frank (Frances);female;unknown;;0;4;25,4667;30;Southampton;;
3;no;Leinonen, Mr. Antti Gustaf;male;30 - 39;32;0;0;7,925;10;Southampton;;
3;no;Lemberopolous, Mr. Peter L;male;30 - 39;34,5;0;0;6,4375;10;Cherbourg;;
3;no;Lennon, Miss. Mary;female;unknown;;1;0;15,5;20;Queenstown;;
3;no;Lennon, Mr. Denis;male;unknown;;1;0;15,5;20;Queenstown;;
3;no;Leonard, Mr. Lionel;male;30 - 39;36;0;0;0;0;Southampton;;
3;no;Lester, Mr. James;male;30 - 39;39;0;0;24,15;20;Southampton;;
3;no;Lievens, Mr. Rene Aime;male;20 - 29;24;0;0;9,5;10;Southampton;;
3;no;Lindahl, Miss. Agda Thorilda Viktoria;female;20 - 29;25;0;0;7,775;10;Southampton;;
3;no;Lindblom, Miss. Augusta Charlotta;female;40 - 49;45;0;0;7,75;10;Southampton;;
3;no;Lindell, Mr. Edvard Bengtsson;male;30 - 39;36;1;0;15,55;20;Southampton;A;
3;no;Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson);female;30 - 39;30;1;0;15,55;20;Southampton;A;
3;yes;Lindqvist, Mr. Eino William;male;20 - 29;20;1;0;7,925;10;Southampton;15;
3;no;Linehan, Mr. Michael;male;unknown;;0;0;7,8792;10;Queenstown;;
3;no;Ling, Mr. Lee;male;20 - 29;28;0;0;56,4958;60;Southampton;;
3;no;Lithman, Mr. Simon;male;unknown;;0;0;7,55;10;Southampton;;
3;no;Lobb, Mr. William Arthur;male;30 - 39;30;1;0;16,1;20;Southampton;;
3;no;Lobb, Mrs. William Arthur (Cordelia K Stanlick);female;20 - 29;26;1;0;16,1;20;Southampton;;
3;no;Lockyer, Mr. Edward;male;unknown;;0;0;7,8792;10;Southampton;;
3;no;"Lovell, Mr. John Hall (""Henry"")";male;20 - 29;20,5;0;0;7,25;10;Southampton;;
3;yes;Lulic, Mr. Nikola;male;20 - 29;27;0;0;8,6625;10;Southampton;15;
3;no;Lundahl, Mr. Johan Svensson;male;50 - 59;51;0;0;7,0542;10;Southampton;;
3;yes;Lundin, Miss. Olga Elida;female;20 - 29;23;0;0;7,8542;10;Southampton;10;
3;yes;Lundstrom, Mr. Thure Edvin;male;30 - 39;32;0;0;7,5792;10;Southampton;15;
3;no;Lyntakoff, Mr. Stanko;male;unknown;;0;0;7,8958;10;Southampton;;
3;no;MacKay, Mr. George William;male;unknown;;0;0;7,55;10;Southampton;;
3;yes;"Madigan, Miss. Margaret ""Maggie""";female;unknown;;0;0;7,75;10;Queenstown;15;
3;yes;Madsen, Mr. Fridtjof Arne;male;20 - 29;24;0;0;7,1417;10;Southampton;13;
3;no;Maenpaa, Mr. Matti Alexanteri;male;20 - 29;22;0;0;7,125;10;Southampton;;
3;no;Mahon, Miss. Bridget Delia;female;unknown;;0;0;7,8792;10;Queenstown;;
3;no;Mahon, Mr. John;male;unknown;;0;0;7,75;10;Queenstown;;
3;no;Maisner, Mr. Simon;male;unknown;;0;0;8,05;10;Southampton;;
3;no;Makinen, Mr. Kalle Edvard;male;20 - 29;29;0;0;7,925;10;Southampton;;
3;yes;Mamee, Mr. Hanna;male;unknown;;0;0;7,2292;10;Cherbourg;15;
3;no;Mangan, Miss. Mary;female;30 - 39;30,5;0;0;7,75;10;Queenstown;;
3;yes;Mannion, Miss. Margareth;female;unknown;;0;0;7,7375;10;Queenstown;16;
3;no;Mardirosian, Mr. Sarkis;male;unknown;;0;0;7,2292;10;Cherbourg;;
3;no;Markoff, Mr. Marin;male;30 - 39;35;0;0;7,8958;10;Cherbourg;;
3;no;Markun, Mr. Johann;male;30 - 39;33;0;0;7,8958;10;Southampton;;
3;yes;Masselmani, Mrs. Fatima;female;unknown;;0;0;7,225;10;Cherbourg;C;
3;no;Matinoff, Mr. Nicola;male;unknown;;0;0;7,8958;10;Cherbourg;;
3;yes;"McCarthy, Miss. Catherine ""Katie""";female;unknown;;0;0;7,75;10;Queenstown;15 16;
3;yes;McCormack, Mr. Thomas Joseph;male;unknown;;0;0;7,75;10;Queenstown;;
3;yes;McCoy, Miss. Agnes;female;unknown;;2;0;23,25;20;Queenstown;16;
3;yes;McCoy, Miss. Alicia;female;unknown;;2;0;23,25;20;Queenstown;16;
3;yes;McCoy, Mr. Bernard;male;unknown;;2;0;23,25;20;Queenstown;16;
3;yes;McDermott, Miss. Brigdet Delia;female;unknown;;0;0;7,7875;10;Queenstown;13;
3;no;McEvoy, Mr. Michael;male;unknown;;0;0;15,5;20;Queenstown;;
3;yes;McGovern, Miss. Mary;female;unknown;;0;0;7,8792;10;Queenstown;13;
3;yes;"McGowan, Miss. Anna ""Annie""";female;10 - 19;15;0;0;8,0292;10;Queenstown;;
3;no;McGowan, Miss. Katherine;female;30 - 39;35;0;0;7,75;10;Queenstown;;
3;no;McMahon, Mr. Martin;male;unknown;;0;0;7,75;10;Queenstown;;
3;no;McNamee, Mr. Neal;male;20 - 29;24;1;0;16,1;20;Southampton;;
3;no;McNamee, Mrs. Neal (Eileen O'Leary);female;10 - 19;19;1;0;16,1;20;Southampton;;
3;no;McNeill, Miss. Bridget;female;unknown;;0;0;7,75;10;Queenstown;;
3;no;Meanwell, Miss. (Marion Ogden);female;unknown;;0;0;8,05;10;Southampton;;
3;no;Meek, Mrs. Thomas (Annie Louise Rowley);female;unknown;;0;0;8,05;10;Southampton;;
3;no;Meo, Mr. Alfonzo;male;50 - 59;55,5;0;0;8,05;10;Southampton;;
3;no;Mernagh, Mr. Robert;male;unknown;;0;0;7,75;10;Queenstown;;
3;yes;Midtsjo, Mr. Karl Albert;male;20 - 29;21;0;0;7,775;10;Southampton;15;
3;no;Miles, Mr. Frank;male;unknown;;0;0;8,05;10;Southampton;;
3;no;Mineff, Mr. Ivan;male;20 - 29;24;0;0;7,8958;10;Southampton;;
3;no;Minkoff, Mr. Lazar;male;20 - 29;21;0;0;7,8958;10;Southampton;;
3;no;Mionoff, Mr. Stoytcho;male;20 - 29;28;0;0;7,8958;10;Southampton;;
3;no;Mitkoff, Mr. Mito;male;unknown;;0;0;7,8958;10;Southampton;;
3;yes;"Mockler, Miss. Helen Mary ""Ellie""";female;unknown;;0;0;7,8792;10;Queenstown;16;
3;no;Moen, Mr. Sigurd Hansen;male;20 - 29;25;0;0;7,65;10;Southampton;;
3;yes;Moor, Master. Meier;male;0 - 9;6;0;1;12,475;10;Southampton;14;
3;yes;Moor, Mrs. (Beila);female;20 - 29;27;0;1;12,475;10;Southampton;14;
3;no;Moore, Mr. Leonard Charles;male;unknown;;0;0;8,05;10;Southampton;;
3;yes;Moran, Miss. Bertha;female;unknown;;1;0;24,15;20;Queenstown;16;
3;no;Moran, Mr. Daniel J;male;unknown;;1;0;24,15;20;Queenstown;;
3;no;Moran, Mr. James;male;unknown;;0;0;8,4583;10;Queenstown;;
3;no;Morley, Mr. William;male;30 - 39;34;0;0;8,05;10;Southampton;;
3;no;Morrow, Mr. Thomas Rowan;male;unknown;;0;0;7,75;10;Queenstown;;
3;yes;Moss, Mr. Albert Johan;male;unknown;;0;0;7,775;10;Southampton;B;
3;yes;Moubarek, Master. Gerios;male;unknown;;1;1;15,2458;20;Cherbourg;C;
3;yes;"Moubarek, Master. Halim Gonios (""William George"")";male;unknown;;1;1;15,2458;20;Cherbourg;C;
3;yes;"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)";female;unknown;;0;2;15,2458;20;Cherbourg;C;
3;yes;Moussa, Mrs. (Mantoura Boulos);female;unknown;;0;0;7,2292;10;Cherbourg;;
3;no;Moutal, Mr. Rahamin Haim;male;unknown;;0;0;8,05;10;Southampton;;
3;yes;"Mullens, Miss. Katherine ""Katie""";female;unknown;;0;0;7,7333;10;Queenstown;16;
3;yes;Mulvihill, Miss. Bertha E;female;20 - 29;24;0;0;7,75;10;Queenstown;15;
3;no;Murdlin, Mr. Joseph;male;unknown;;0;0;8,05;10;Southampton;;
3;yes;"Murphy, Miss. Katherine ""Kate""";female;unknown;;1;0;15,5;20;Queenstown;16;
3;yes;Murphy, Miss. Margaret Jane;female;unknown;;1;0;15,5;20;Queenstown;16;
3;yes;Murphy, Miss. Nora;female;unknown;;0;0;15,5;20;Queenstown;16;
3;no;Myhrman, Mr. Pehr Fabian Oliver Malkolm;male;10 - 19;18;0;0;7,75;10;Southampton;;
3;no;Naidenoff, Mr. Penko;male;20 - 29;22;0;0;7,8958;10;Southampton;;
3;yes;"Najib, Miss. Adele Kiamie ""Jane""";female;10 - 19;15;0;0;7,225;10;Cherbourg;C;
3;yes;"Nakid, Miss. Maria (""Mary"")";female;0 - 9;1;0;2;15,7417;20;Cherbourg;C;
3;yes;Nakid, Mr. Sahid;male;20 - 29;20;1;1;15,7417;20;Cherbourg;C;
3;yes;"Nakid, Mrs. Said (Waika ""Mary"" Mowad)";female;10 - 19;19;1;1;15,7417;20;Cherbourg;C;
3;no;Nancarrow, Mr. William Henry;male;30 - 39;33;0;0;8,05;10;Southampton;;
3;no;Nankoff, Mr. Minko;male;unknown;;0;0;7,8958;10;Southampton;;
3;no;Nasr, Mr. Mustafa;male;unknown;;0;0;7,2292;10;Cherbourg;;
3;no;Naughton, Miss. Hannah;female;unknown;;0;0;7,75;10;Queenstown;;
3;no;Nenkoff, Mr. Christo;male;unknown;;0;0;7,8958;10;Southampton;;
3;yes;Nicola-Yarred, Master. Elias;male;10 - 19;12;1;0;11,2417;10;Cherbourg;C;
3;yes;Nicola-Yarred, Miss. Jamila;female;10 - 19;14;1;0;11,2417;10;Cherbourg;C;
3;no;Nieminen, Miss. Manta Josefina;female;20 - 29;29;0;0;7,925;10;Southampton;;
3;no;Niklasson, Mr. Samuel;male;20 - 29;28;0;0;8,05;10;Southampton;;
3;yes;Nilsson, Miss. Berta Olivia;female;10 - 19;18;0;0;7,775;10;Southampton;D;
3;yes;Nilsson, Miss. Helmina Josefina;female;20 - 29;26;0;0;7,8542;10;Southampton;13;
3;no;Nilsson, Mr. August Ferdinand;male;20 - 29;21;0;0;7,8542;10;Southampton;;
3;no;Nirva, Mr. Iisakki Antino Aijo;male;40 - 49;41;0;0;7,125;10;Southampton;;Finland Sudbury, ON
3;yes;Niskanen, Mr. Juha;male;30 - 39;39;0;0;7,925;10;Southampton;9;
3;no;Nosworthy, Mr. Richard Cater;male;20 - 29;21;0;0;7,8;10;Southampton;;
3;no;Novel, Mr. Mansouer;male;20 - 29;28,5;0;0;7,2292;10;Cherbourg;;
3;yes;Nysten, Miss. Anna Sofia;female;20 - 29;22;0;0;7,75;10;Southampton;13;
3;no;Nysveen, Mr. Johan Hansen;male;60 - 69;61;0;0;6,2375;10;Southampton;;
3;no;O'Brien, Mr. Thomas;male;unknown;;1;0;15,5;20;Queenstown;;
3;no;O'Brien, Mr. Timothy;male;unknown;;0;0;7,8292;10;Queenstown;;
3;yes;"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)";female;unknown;;1;0;15,5;20;Queenstown;;
3;no;O'Connell, Mr. Patrick D;male;unknown;;0;0;7,7333;10;Queenstown;;
3;no;O'Connor, Mr. Maurice;male;unknown;;0;0;7,75;10;Queenstown;;
3;no;O'Connor, Mr. Patrick;male;unknown;;0;0;7,75;10;Queenstown;;
3;no;Odahl, Mr. Nils Martin;male;20 - 29;23;0;0;9,225;10;Southampton;;
3;no;O'Donoghue, Ms. Bridget;female;unknown;;0;0;7,75;10;Queenstown;;
3;yes;O'Driscoll, Miss. Bridget;female;unknown;;0;0;7,75;10;Queenstown;D;
3;yes;"O'Dwyer, Miss. Ellen ""Nellie""";female;unknown;;0;0;7,8792;10;Queenstown;;
3;yes;Ohman, Miss. Velin;female;20 - 29;22;0;0;7,775;10;Southampton;C;
3;yes;O'Keefe, Mr. Patrick;male;unknown;;0;0;7,75;10;Queenstown;B;
3;yes;"O'Leary, Miss. Hanora ""Norah""";female;unknown;;0;0;7,8292;10;Queenstown;13;
3;yes;Olsen, Master. Artur Karl;male;0 - 9;9;0;1;3,1708;0;Southampton;13;
3;no;Olsen, Mr. Henry Margido;male;20 - 29;28;0;0;22,525;20;Southampton;;
3;no;Olsen, Mr. Karl Siegwart Andreas;male;40 - 49;42;0;1;8,4042;10;Southampton;;
3;no;Olsen, Mr. Ole Martin;male;unknown;;0;0;7,3125;10;Southampton;;
3;no;Olsson, Miss. Elina;female;30 - 39;31;0;0;7,8542;10;Southampton;;
3;no;Olsson, Mr. Nils Johan Goransson;male;20 - 29;28;0;0;7,8542;10;Southampton;;
3;yes;Olsson, Mr. Oscar Wilhelm;male;30 - 39;32;0;0;7,775;10;Southampton;A;
3;no;Olsvigen, Mr. Thor Anderson;male;20 - 29;20;0;0;9,225;10;Southampton;;Oslo, Norway Cameron, WI
3;no;Oreskovic, Miss. Jelka;female;20 - 29;23;0;0;8,6625;10;Southampton;;
3;no;Oreskovic, Miss. Marija;female;20 - 29;20;0;0;8,6625;10;Southampton;;
3;no;Oreskovic, Mr. Luka;male;20 - 29;20;0;0;8,6625;10;Southampton;;
3;no;Osen, Mr. Olaf Elon;male;10 - 19;16;0;0;9,2167;10;Southampton;;
3;yes;Osman, Mrs. Mara;female;30 - 39;31;0;0;8,6833;10;Southampton;;
3;no;O'Sullivan, Miss. Bridget Mary;female;unknown;;0;0;7,6292;10;Queenstown;;
3;no;Palsson, Master. Gosta Leonard;male;0 - 9;2;3;1;21,075;20;Southampton;;
3;no;Palsson, Master. Paul Folke;male;0 - 9;6;3;1;21,075;20;Southampton;;
3;no;Palsson, Miss. Stina Viola;female;0 - 9;3;3;1;21,075;20;Southampton;;
3;no;Palsson, Miss. Torborg Danira;female;0 - 9;8;3;1;21,075;20;Southampton;;
3;no;Palsson, Mrs. Nils (Alma Cornelia Berglund);female;20 - 29;29;0;4;21,075;20;Southampton;;
3;no;Panula, Master. Eino Viljami;male;0 - 9;1;4;1;39,6875;40;Southampton;;
3;no;Panula, Master. Juha Niilo;male;0 - 9;7;4;1;39,6875;40;Southampton;;
3;no;Panula, Master. Urho Abraham;male;0 - 9;2;4;1;39,6875;40;Southampton;;
3;no;Panula, Mr. Ernesti Arvid;male;10 - 19;16;4;1;39,6875;40;Southampton;;
3;no;Panula, Mr. Jaako Arnold;male;10 - 19;14;4;1;39,6875;40;Southampton;;
3;no;Panula, Mrs. Juha (Maria Emilia Ojala);female;40 - 49;41;0;5;39,6875;40;Southampton;;
3;no;Pasic, Mr. Jakob;male;20 - 29;21;0;0;8,6625;10;Southampton;;
3;no;Patchett, Mr. George;male;10 - 19;19;0;0;14,5;10;Southampton;;
3;no;Paulner, Mr. Uscher;male;unknown;;0;0;8,7125;10;Cherbourg;;
3;no;Pavlovic, Mr. Stefo;male;30 - 39;32;0;0;7,8958;10;Southampton;;
3;no;Peacock, Master. Alfred Edward;male;0 - 9;0,75;1;1;13,775;10;Southampton;;
3;no;Peacock, Miss. Treasteall;female;0 - 9;3;1;1;13,775;10;Southampton;;
3;no;Peacock, Mrs. Benjamin (Edith Nile);female;20 - 29;26;0;2;13,775;10;Southampton;;
3;no;Pearce, Mr. Ernest;male;unknown;;0;0;7;10;Southampton;;
3;no;Pedersen, Mr. Olaf;male;unknown;;0;0;7,775;10;Southampton;;
3;no;Peduzzi, Mr. Joseph;male;unknown;;0;0;8,05;10;Southampton;;
3;no;Pekoniemi, Mr. Edvard;male;20 - 29;21;0;0;7,925;10;Southampton;;
3;no;Peltomaki, Mr. Nikolai Johannes;male;20 - 29;25;0;0;7,925;10;Southampton;;
3;no;Perkin, Mr. John Henry;male;20 - 29;22;0;0;7,25;10;Southampton;;
3;yes;Persson, Mr. Ernst Ulrik;male;20 - 29;25;1;0;7,775;10;Southampton;15;
3;yes;Peter, Master. Michael J;male;unknown;;1;1;22,3583;20;Cherbourg;C;
3;yes;Peter, Miss. Anna;female;unknown;;1;1;22,3583;20;Cherbourg;D;
3;yes;Peter, Mrs. Catherine (Catherine Rizk);female;unknown;;0;2;22,3583;20;Cherbourg;D;
3;no;Peters, Miss. Katie;female;unknown;;0;0;8,1375;10;Queenstown;;
3;no;Petersen, Mr. Marius;male;20 - 29;24;0;0;8,05;10;Southampton;;
3;no;Petranec, Miss. Matilda;female;20 - 29;28;0;0;7,8958;10;Southampton;;
3;no;Petroff, Mr. Nedelio;male;10 - 19;19;0;0;7,8958;10;Southampton;;
3;no;"Petroff, Mr. Pastcho (""Pentcho"")";male;unknown;;0;0;7,8958;10;Southampton;;
3;no;Petterson, Mr. Johan Emil;male;20 - 29;25;1;0;7,775;10;Southampton;;
3;no;Pettersson, Miss. Ellen Natalia;female;10 - 19;18;0;0;7,775;10;Southampton;;
3;yes;Pickard, Mr. Berk (Berk Trembisky);male;30 - 39;32;0;0;8,05;10;Southampton;9;
3;no;Plotcharsky, Mr. Vasil;male;unknown;;0;0;7,8958;10;Southampton;;
3;no;Pokrnic, Mr. Mate;male;10 - 19;17;0;0;8,6625;10;Southampton;;
3;no;Pokrnic, Mr. Tome;male;20 - 29;24;0;0;8,6625;10;Southampton;;
3;no;Radeff, Mr. Alexander;male;unknown;;0;0;7,8958;10;Southampton;;
3;no;Rasmussen, Mrs. (Lena Jacobsen Solvang);female;unknown;;0;0;8,1125;10;Southampton;;
3;no;Razi, Mr. Raihed;male;unknown;;0;0;7,2292;10;Cherbourg;;
3;no;Reed, Mr. James George;male;unknown;;0;0;7,25;10;Southampton;;
3;no;Rekic, Mr. Tido;male;30 - 39;38;0;0;7,8958;10;Southampton;;
3;no;Reynolds, Mr. Harold J;male;20 - 29;21;0;0;8,05;10;Southampton;;
3;no;Rice, Master. Albert;male;10 - 19;10;4;1;29,125;30;Queenstown;;
3;no;Rice, Master. Arthur;male;0 - 9;4;4;1;29,125;30;Queenstown;;
3;no;Rice, Master. Eric;male;0 - 9;7;4;1;29,125;30;Queenstown;;
3;no;Rice, Master. Eugene;male;0 - 9;2;4;1;29,125;30;Queenstown;;
3;no;Rice, Master. George Hugh;male;0 - 9;8;4;1;29,125;30;Queenstown;;
3;no;Rice, Mrs. William (Margaret Norton);female;30 - 39;39;0;5;29,125;30;Queenstown;;
3;no;"Riihivouri, Miss. Susanna Juhantytar ""Sanni""";female;20 - 29;22;0;0;39,6875;40;Southampton;;
3;no;Rintamaki, Mr. Matti;male;30 - 39;35;0;0;7,125;10;Southampton;;
3;yes;"Riordan, Miss. Johanna ""Hannah""";female;unknown;;0;0;7,7208;10;Queenstown;13;
3;no;Risien, Mr. Samuel Beard;male;unknown;;0;0;14,5;10;Southampton;;
3;no;Risien, Mrs. Samuel (Emma);female;unknown;;0;0;14,5;10;Southampton;;
3;no;Robins, Mr. Alexander A;male;50 - 59;50;1;0;14,5;10;Southampton;;
3;no;Robins, Mrs. Alexander A (Grace Charity Laury);female;40 - 49;47;1;0;14,5;10;Southampton;;
3;no;Rogers, Mr. William John;male;unknown;;0;0;8,05;10;Southampton;;
3;no;Rommetvedt, Mr. Knud Paust;male;unknown;;0;0;7,775;10;Southampton;;
3;no;Rosblom, Miss. Salli Helena;female;0 - 9;2;1;1;20,2125;20;Southampton;;
3;no;Rosblom, Mr. Viktor Richard;male;10 - 19;18;1;1;20,2125;20;Southampton;;
3;no;Rosblom, Mrs. Viktor (Helena Wilhelmina);female;40 - 49;41;0;2;20,2125;20;Southampton;;
3;yes;Roth, Miss. Sarah A;female;unknown;;0;0;8,05;10;Southampton;C;
3;no;Rouse, Mr. Richard Henry;male;50 - 59;50;0;0;8,05;10;Southampton;;
3;no;Rush, Mr. Alfred George John;male;10 - 19;16;0;0;8,05;10;Southampton;;
3;yes;Ryan, Mr. Edward;male;unknown;;0;0;7,75;10;Queenstown;14;
3;no;Ryan, Mr. Patrick;male;unknown;;0;0;24,15;20;Queenstown;;
3;no;Saad, Mr. Amin;male;unknown;;0;0;7,2292;10;Cherbourg;;
3;no;Saad, Mr. Khalil;male;20 - 29;25;0;0;7,225;10;Cherbourg;;
3;no;Saade, Mr. Jean Nassr;male;unknown;;0;0;7,225;10;Cherbourg;;
3;no;Sadlier, Mr. Matthew;male;unknown;;0;0;7,7292;10;Queenstown;;
3;no;Sadowitz, Mr. Harry;male;unknown;;0;0;7,575;10;Southampton;;
3;no;Saether, Mr. Simon Sivertsen;male;30 - 39;38,5;0;0;7,25;10;Southampton;;
3;no;Sage, Master. Thomas Henry;male;unknown;;8;2;69,55;70;Southampton;;
3;no;Sage, Master. William Henry;male;10 - 19;14,5;8;2;69,55;70;Southampton;;
3;no;Sage, Miss. Ada;female;unknown;;8;2;69,55;70;Southampton;;
3;no;Sage, Miss. Constance Gladys;female;unknown;;8;2;69,55;70;Southampton;;
3;no;"Sage, Miss. Dorothy Edith ""Dolly""";female;unknown;;8;2;69,55;70;Southampton;;
3;no;Sage, Miss. Stella Anna;female;unknown;;8;2;69,55;70;Southampton;;
3;no;Sage, Mr. Douglas Bullen;male;unknown;;8;2;69,55;70;Southampton;;
3;no;Sage, Mr. Frederick;male;unknown;;8;2;69,55;70;Southampton;;
3;no;Sage, Mr. George John Jr;male;unknown;;8;2;69,55;70;Southampton;;
3;no;Sage, Mr. John George;male;unknown;;1;9;69,55;70;Southampton;;
3;no;Sage, Mrs. John (Annie Bullen);female;unknown;;1;9;69,55;70;Southampton;;
3;no;Salander, Mr. Karl Johan;male;20 - 29;24;0;0;9,325;10;Southampton;;
3;yes;Salkjelsvik, Miss. Anna Kristine;female;20 - 29;21;0;0;7,65;10;Southampton;C;
3;no;Salonen, Mr. Johan Werner;male;30 - 39;39;0;0;7,925;10;Southampton;;
3;no;Samaan, Mr. Elias;male;unknown;;2;0;21,6792;20;Cherbourg;;
3;no;Samaan, Mr. Hanna;male;unknown;;2;0;21,6792;20;Cherbourg;;
3;no;Samaan, Mr. Youssef;male;unknown;;2;0;21,6792;20;Cherbourg;;
3;yes;Sandstrom, Miss. Beatrice Irene;female;0 - 9;1;1;1;16,7;20;Southampton;13;
3;yes;Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson);female;20 - 29;24;0;2;16,7;20;Southampton;13;
3;yes;Sandstrom, Miss. Marguerite Rut;female;0 - 9;4;1;1;16,7;20;Southampton;13;
3;yes;Sap, Mr. Julius;male;20 - 29;25;0;0;9,5;10;Southampton;11;
3;no;Saundercock, Mr. William Henry;male;20 - 29;20;0;0;8,05;10;Southampton;;
3;no;Sawyer, Mr. Frederick Charles;male;20 - 29;24,5;0;0;8,05;10;Southampton;;
3;no;Scanlan, Mr. James;male;unknown;;0;0;7,725;10;Queenstown;;
3;no;Sdycoff, Mr. Todor;male;unknown;;0;0;7,8958;10;Southampton;;
3;no;Shaughnessy, Mr. Patrick;male;unknown;;0;0;7,75;10;Queenstown;;
3;yes;Sheerlinck, Mr. Jan Baptist;male;20 - 29;29;0;0;9,5;10;Southampton;11;
3;no;Shellard, Mr. Frederick William;male;unknown;;0;0;15,1;20;Southampton;;
3;yes;Shine, Miss. Ellen Natalia;female;unknown;;0;0;7,7792;10;Queenstown;;
3;no;Shorney, Mr. Charles Joseph;male;unknown;;0;0;8,05;10;Southampton;;
3;no;Simmons, Mr. John;male;unknown;;0;0;8,05;10;Southampton;;
3;no;Sirayanian, Mr. Orsen;male;20 - 29;22;0;0;7,2292;10;Cherbourg;;
3;no;Sirota, Mr. Maurice;male;unknown;;0;0;8,05;10;Southampton;;
3;no;Sivic, Mr. Husein;male;40 - 49;40;0;0;7,8958;10;Southampton;;
3;no;Sivola, Mr. Antti Wilhelm;male;20 - 29;21;0;0;7,925;10;Southampton;;
3;yes;Sjoblom, Miss. Anna Sofia;female;10 - 19;18;0;0;7,4958;10;Southampton;16;
3;no;Skoog, Master. Harald;male;0 - 9;4;3;2;27,9;30;Southampton;;
3;no;Skoog, Master. Karl Thorsten;male;10 - 19;10;3;2;27,9;30;Southampton;;
3;no;Skoog, Miss. Mabel;female;0 - 9;9;3;2;27,9;30;Southampton;;
3;no;Skoog, Miss. Margit Elizabeth;female;0 - 9;2;3;2;27,9;30;Southampton;;
3;no;Skoog, Mr. Wilhelm;male;40 - 49;40;1;4;27,9;30;Southampton;;
3;no;Skoog, Mrs. William (Anna Bernhardina Karlsson);female;40 - 49;45;1;4;27,9;30;Southampton;;
3;no;Slabenoff, Mr. Petco;male;unknown;;0;0;7,8958;10;Southampton;;
3;no;Slocovski, Mr. Selman Francis;male;unknown;;0;0;8,05;10;Southampton;;
3;no;Smiljanic, Mr. Mile;male;unknown;;0;0;8,6625;10;Southampton;;
3;no;Smith, Mr. Thomas;male;unknown;;0;0;7,75;10;Queenstown;;
3;yes;Smyth, Miss. Julia;female;unknown;;0;0;7,7333;10;Queenstown;13;
3;no;Soholt, Mr. Peter Andreas Lauritz Andersen;male;10 - 19;19;0;0;7,65;10;Southampton;;
3;no;Somerton, Mr. Francis William;male;30 - 39;30;0;0;8,05;10;Southampton;;
3;no;Spector, Mr. Woolf;male;unknown;;0;0;8,05;10;Southampton;;
3;no;Spinner, Mr. Henry John;male;30 - 39;32;0;0;8,05;10;Southampton;;
3;no;Staneff, Mr. Ivan;male;unknown;;0;0;7,8958;10;Southampton;;
3;no;Stankovic, Mr. Ivan;male;30 - 39;33;0;0;8,6625;10;Cherbourg;;
3;yes;Stanley, Miss. Amy Zillah Elsie;female;20 - 29;23;0;0;7,55;10;Southampton;C;
3;no;Stanley, Mr. Edward Roland;male;20 - 29;21;0;0;8,05;10;Southampton;;
3;no;Storey, Mr. Thomas;male;60 - 69;60,5;0;0;;;Southampton;;
3;no;Stoytcheff, Mr. Ilia;male;10 - 19;19;0;0;7,8958;;Southampton;;
3;no;Strandberg, Miss. Ida Sofia;female;20 - 29;22;0;0;9,8375;;Southampton;;
3;yes;Stranden, Mr. Juho;male;30 - 39;31;0;0;7,925;;Southampton;9;
3;no;Strilic, Mr. Ivan;male;20 - 29;27;0;0;8,6625;;Southampton;;
3;no;Strom, Miss. Telma Matilda;female;0 - 9;2;0;1;10,4625;;Southampton;;
3;no;Strom, Mrs. Wilhelm (Elna Matilda Persson);female;20 - 29;29;1;1;10,4625;;Southampton;;
3;yes;Sunderland, Mr. Victor Francis;male;10 - 19;16;0;0;8,05;;Southampton;B;
3;yes;Sundman, Mr. Johan Julian;male;40 - 49;44;0;0;7,925;;Southampton;15;
3;no;Sutehall, Mr. Henry Jr;male;20 - 29;25;0;0;7,05;;Southampton;;
3;no;Svensson, Mr. Johan;male;70 - 79;74;0;0;7,775;;Southampton;;
3;yes;Svensson, Mr. Johan Cervin;male;10 - 19;14;0;0;9,225;;Southampton;13;
3;no;Svensson, Mr. Olof;male;20 - 29;24;0;0;7,7958;;Southampton;;
3;yes;Tenglin, Mr. Gunnar Isidor;male;20 - 29;25;0;0;7,7958;;Southampton;13 15;
3;no;Theobald, Mr. Thomas Leonard;male;30 - 39;34;0;0;8,05;;Southampton;;
3;yes;Thomas, Master. Assad Alexander;male;0 - 9;0,4167;0;1;8,5167;;Cherbourg;16;
3;no;Thomas, Mr. Charles P;male;unknown;;1;0;6,4375;;Cherbourg;;
3;no;Thomas, Mr. John;male;unknown;;0;0;6,4375;;Cherbourg;;
3;no;Thomas, Mr. Tannous;male;unknown;;0;0;7,225;;Cherbourg;;
3;yes;"Thomas, Mrs. Alexander (Thamine ""Thelma"")";female;10 - 19;16;1;1;8,5167;;Cherbourg;14;
3;no;Thomson, Mr. Alexander Morrison;male;unknown;;0;0;8,05;;Southampton;;
3;no;Thorneycroft, Mr. Percival;male;unknown;;1;0;16,1;;Southampton;;
